Gene stable ID,Gene name,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Crab-eating macaque orthology confidence
ENSMUSG00000024844,Banf1,ENSMFAG00000049457,BANF1,ortholog_one2one,1.0
ENSMUSG00000024841,Eif1ad,ENSMFAG00000038170,EIF1AD,ortholog_one2one,1.0
ENSMUSG00000021242,Npc2,ENSMFAG00000035734,NPC2,ortholog_one2one,1.0
ENSMUSG00000035133,Arhgap5,ENSMFAG00000000350,ARHGAP5,ortholog_one2one,1.0
ENSMUSG00000022816,Fstl1,ENSMFAG00000036133,FSTL1,ortholog_one2one,1.0
ENSMUSG00000061603,Akap6,ENSMFAG00000040818,AKAP6,ortholog_one2one,1.0
ENSMUSG00000046961,Gpr156,ENSMFAG00000000407,GPR156,ortholog_one2one,1.0
ENSMUSG00000021010,Npas3,ENSMFAG00000043431,NPAS3,ortholog_one2one,1.0
ENSMUSG00000057455,Rit2,ENSMFAG00000044648,RIT2,ortholog_one2one,1.0
ENSMUSG00000035105,Egln3,ENSMFAG00000036942,EGLN3,ortholog_one2one,1.0
ENSMUSG00000022678,Nde1,ENSMFAG00000000424,NDE1,ortholog_one2one,1.0
ENSMUSG00000002020,Ltbp2,ENSMFAG00000039527,LTBP2,ortholog_one2one,1.0
ENSMUSG00000033032,Afap1l1,ENSMFAG00000044334,AFAP1L1,ortholog_one2one,1.0
ENSMUSG00000024911,Fibp,ENSMFAG00000046229,FIBP,ortholog_one2one,1.0
ENSMUSG00000026322,Htr4,ENSMFAG00000043212,HTR4,ortholog_one2one,1.0
ENSMUSG00000042350,Arel1,ENSMFAG00000034133,AREL1,ortholog_one2one,1.0
ENSMUSG00000021359,Tfap2a,ENSMFAG00000039760,TFAP2A,ortholog_one2one,1.0
ENSMUSG00000024395,Lims2,ENSMFAG00000000950,LIMS2,ortholog_one2one,1.0
ENSMUSG00000052229,Gpr17,ENSMFAG00000036834,GPR17,ortholog_one2one,1.0
ENSMUSG00000053414,Hunk,ENSMFAG00000043007,HUNK,ortholog_one2one,1.0
ENSMUSG00000022978,Mis18a,ENSMFAG00000033702,MIS18A,ortholog_one2one,1.0
ENSMUSG00000018830,Myh11,ENSMFAG00000036773,MYH11,ortholog_one2one,1.0
ENSMUSG00000020593,Lpin1,ENSMFAG00000035872,LPIN1,ortholog_one2one,1.0
ENSMUSG00000038128,Camk4,ENSMFAG00000036872,CAMK4,ortholog_one2one,1.0
ENSMUSG00000024378,Stard4,ENSMFAG00000030560,STARD4,ortholog_one2one,1.0
ENSMUSG00000039903,Eva1c,ENSMFAG00000034125,EVA1C,ortholog_one2one,1.0
ENSMUSG00000024376,Epb41l4a,ENSMFAG00000000281,EPB41L4A,ortholog_one2one,1.0
ENSMUSG00000021665,Hexb,ENSMFAG00000003959,HEXB,ortholog_one2one,1.0
ENSMUSG00000022790,Igsf11,ENSMFAG00000029911,IGSF11,ortholog_one2one,1.0
ENSMUSG00000020591,Ntsr2,ENSMFAG00000043071,NTSR2,ortholog_one2one,1.0
ENSMUSG00000021366,Hivep1,ENSMFAG00000032343,HIVEP1,ortholog_one2one,1.0
ENSMUSG00000021367,Edn1,ENSMFAG00000038328,EDN1,ortholog_one2one,1.0
ENSMUSG00000022973,Synj1,ENSMFAG00000018883,SYNJ1,ortholog_one2one,1.0
ENSMUSG00000056380,Gpr50,ENSMFAG00000034411,GPR50,ortholog_one2one,1.0
ENSMUSG00000021662,Arhgef28,ENSMFAG00000043970,ARHGEF28,ortholog_one2one,1.0
ENSMUSG00000056458,Mok,ENSMFAG00000002346,MOK,ortholog_one2one,1.0
ENSMUSG00000068114,Ccdc134,ENSMFAG00000031727,CCDC134,ortholog_one2one,1.0
ENSMUSG00000041380,Htr2c,ENSMFAG00000064910,HTR2C,ortholog_one2one,1.0
ENSMUSG00000079105,C7,ENSMFAG00000003261,C7,ortholog_one2one,1.0
ENSMUSG00000022463,Srebf2,ENSMFAG00000043421,SREBF2,ortholog_one2one,1.0
ENSMUSG00000022708,Zbtb20,ENSMFAG00000046230,ZBTB20,ortholog_one2one,1.0
ENSMUSG00000054728,Phactr1,ENSMFAG00000039842,PHACTR1,ortholog_one2one,1.0
ENSMUSG00000005873,Reep5,ENSMFAG00000032842,REEP5,ortholog_one2one,1.0
ENSMUSG00000073016,Uprt,ENSMFAG00000049237,UPRT,ortholog_one2one,1.0
ENSMUSG00000033906,Zdhhc15,ENSMFAG00000041334,ZDHHC15,ortholog_one2one,1.0
ENSMUSG00000096883,Shisa8,ENSMFAG00000050220,SHISA8,ortholog_one2one,1.0
ENSMUSG00000060429,Sntb1,ENSMFAG00000031454,SNTB1,ortholog_one2one,1.0
ENSMUSG00000031343,Gabra3,ENSMFAG00000003816,GABRA3,ortholog_one2one,1.0
ENSMUSG00000024924,Vldlr,ENSMFAG00000032374,VLDLR,ortholog_one2one,1.0
ENSMUSG00000004791,Pgf,ENSMFAG00000044494,PGF,ortholog_one2one,1.0
ENSMUSG00000046434,Hnrnpa1,ENSMFAG00000031561,HNRNPA1,ortholog_one2one,1.0
ENSMUSG00000055639,Dach1,ENSMFAG00000032114,DACH1,ortholog_one2one,1.0
ENSMUSG00000035984,Nme5,ENSMFAG00000038119,NME5,ortholog_one2one,1.0
ENSMUSG00000051335,Gfod1,ENSMFAG00000003241,GFOD1,ortholog_one2one,1.0
ENSMUSG00000039942,Ptger4,ENSMFAG00000040505,PTGER4,ortholog_one2one,1.0
ENSMUSG00000022705,Drd3,ENSMFAG00000037060,DRD3,ortholog_one2one,1.0
ENSMUSG00000040929,Rfx3,ENSMFAG00000000237,RFX3,ortholog_one2one,1.0
ENSMUSG00000031230,Fgf16,ENSMFAG00000044477,FGF16,ortholog_one2one,1.0
ENSMUSG00000022792,Yars2,ENSMFAG00000032763,YARS2,ortholog_one2one,1.0
ENSMUSG00000071757,Zhx2,ENSMFAG00000043785,ZHX2,ortholog_one2one,1.0
ENSMUSG00000036304,Zdhhc23,ENSMFAG00000040621,ZDHHC23,ortholog_one2one,1.0
ENSMUSG00000056812,St8sia3,ENSMFAG00000032690,ST8SIA3,ortholog_one2one,1.0
ENSMUSG00000000552,Zfp385a,ENSMFAG00000042192,ZNF385A,ortholog_one2one,1.0
ENSMUSG00000025085,Ablim1,ENSMFAG00000046222,ABLIM1,ortholog_one2one,1.0
ENSMUSG00000021250,Fos,ENSMFAG00000014606,FOS,ortholog_one2one,1.0
ENSMUSG00000045991,Onecut2,ENSMFAG00000032509,ONECUT2,ortholog_one2one,1.0
ENSMUSG00000021532,Fastkd3,ENSMFAG00000040312,FASTKD3,ortholog_one2one,1.0
ENSMUSG00000050335,Lgals3,ENSMFAG00000055901,LGALS3,ortholog_one2one,1.0
ENSMUSG00000034271,Jdp2,ENSMFAG00000033637,JDP2,ortholog_one2one,1.0
ENSMUSG00000022965,Ifngr2,ENSMFAG00000001717,IFNGR2,ortholog_one2one,1.0
ENSMUSG00000034258,Flvcr2,ENSMFAG00000039606,FLVCR2,ortholog_one2one,1.0
ENSMUSG00000036292,Gramd1c,ENSMFAG00000032955,GRAMD1C,ortholog_one2one,1.0
ENSMUSG00000000555,Itga5,ENSMFAG00000036877,ITGA5,ortholog_one2one,1.0
ENSMUSG00000007817,Zmiz1,ENSMFAG00000043959,ZMIZ1,ortholog_one2one,1.0
ENSMUSG00000021536,Adcy2,ENSMFAG00000001655,ADCY2,ortholog_one2one,1.0
ENSMUSG00000039763,Dnajc28,ENSMFAG00000030067,DNAJC28,ortholog_one2one,1.0
ENSMUSG00000031232,Magt1,ENSMFAG00000031612,MAGT1,ortholog_one2one,1.0
ENSMUSG00000072294,Klf12,ENSMFAG00000002684,KLF12,ortholog_one2one,1.0
ENSMUSG00000044164,Rnf182,ENSMFAG00000015266,RNF182,ortholog_one2one,1.0
ENSMUSG00000015396,Cd83,ENSMFAG00000030839,CD83,ortholog_one2one,1.0
ENSMUSG00000001496,Nkx2-1,ENSMFAG00000046342,NKX2-1,ortholog_one2one,1.0
ENSMUSG00000058669,Nkx2-9,ENSMFAG00000057996,NKX2-8,ortholog_one2one,1.0
ENSMUSG00000033792,Atp7a,ENSMFAG00000037371,ATP7A,ortholog_one2one,1.0
ENSMUSG00000033083,Tbc1d4,ENSMFAG00000045534,TBC1D4,ortholog_one2one,1.0
ENSMUSG00000050919,Zfp366,ENSMFAG00000001780,ZNF366,ortholog_one2one,1.0
ENSMUSG00000047242,Taf9b,ENSMFAG00000045420,TAF9B,ortholog_one2one,1.0
ENSMUSG00000022962,Gart,ENSMFAG00000037958,GART,ortholog_one2one,1.0
ENSMUSG00000021650,Ptcd2,ENSMFAG00000031516,PTCD2,ortholog_one2one,1.0
ENSMUSG00000022488,Nckap1l,ENSMFAG00000001155,NCKAP1L,ortholog_one2one,1.0
ENSMUSG00000052727,Map1b,ENSMFAG00000044363,MAP1B,ortholog_one2one,1.0
ENSMUSG00000039529,Atp8b1,ENSMFAG00000036154,ATP8B1,ortholog_one2one,1.0
ENSMUSG00000021974,Fgf9,ENSMFAG00000036769,FGF9,ortholog_one2one,1.0
ENSMUSG00000021647,Cartpt,ENSMFAG00000035639,CARTPT,ortholog_one2one,1.0
ENSMUSG00000038518,Jarid2,ENSMFAG00000036879,JARID2,ortholog_one2one,1.0
ENSMUSG00000054843,Atrnl1,ENSMFAG00000003582,ATRNL1,ortholog_one2one,1.0
ENSMUSG00000022696,Sidt1,ENSMFAG00000031280,SIDT1,ortholog_one2one,1.0
ENSMUSG00000022150,Dab2,ENSMFAG00000000151,DAB2,ortholog_one2one,1.0
ENSMUSG00000071862,Lrrtm2,ENSMFAG00000039611,LRRTM2,ortholog_one2one,1.0
ENSMUSG00000025089,Gfra1,ENSMFAG00000001953,GFRA1,ortholog_one2one,1.0
ENSMUSG00000024357,Sil1,ENSMFAG00000035604,SIL1,ortholog_one2one,1.0
ENSMUSG00000024143,Rhoq,ENSMFAG00000054514,RHOQ,ortholog_one2one,1.0
ENSMUSG00000071350,Setdb2,ENSMFAG00000032631,SETDB2,ortholog_one2one,1.0
ENSMUSG00000060275,Nrg2,ENSMFAG00000036960,NRG2,ortholog_one2one,1.0
ENSMUSG00000021646,Mccc2,ENSMFAG00000001283,MCCC2,ortholog_one2one,1.0
ENSMUSG00000025090,Ccdc172,ENSMFAG00000039541,CCDC172,ortholog_one2one,1.0
ENSMUSG00000035472,Slc25a21,ENSMFAG00000044432,SLC25A21,ortholog_one2one,1.0
ENSMUSG00000046727,Cystm1,ENSMFAG00000030823,CYSTM1,ortholog_one2one,1.0
ENSMUSG00000021253,Tgfb3,ENSMFAG00000024879,TGFB3,ortholog_one2one,1.0
ENSMUSG00000021981,Cab39l,ENSMFAG00000031142,CAB39L,ortholog_one2one,1.0
ENSMUSG00000023991,Foxp4,ENSMFAG00000033620,FOXP4,ortholog_one2one,1.0
ENSMUSG00000071550,Cfap44,ENSMFAG00000033023,CFAP44,ortholog_one2one,1.0
ENSMUSG00000024589,Nedd4l,ENSMFAG00000032021,NEDD4L,ortholog_one2one,1.0
ENSMUSG00000049929,Lpar4,ENSMFAG00000025015,LPAR4,ortholog_one2one,1.0
ENSMUSG00000021983,Atp8a2,ENSMFAG00000037099,ATP8A2,ortholog_one2one,1.0
ENSMUSG00000022687,Boc,ENSMFAG00000031000,BOC,ortholog_one2one,1.0
ENSMUSG00000049658,Bdp1,ENSMFAG00000041440,BDP1,ortholog_one2one,1.0
ENSMUSG00000025094,Slc18a2,ENSMFAG00000031383,SLC18A2,ortholog_one2one,1.0
ENSMUSG00000005705,Agrp,ENSMFAG00000035580,AGRP,ortholog_one2one,1.0
ENSMUSG00000016496,Cd274,ENSMFAG00000044358,CD274,ortholog_one2one,1.0
ENSMUSG00000074746,Pdzd8,ENSMFAG00000037170,PDZD8,ortholog_one2one,1.0
ENSMUSG00000043969,Emx2,ENSMFAG00000062794,EMX2,ortholog_one2one,1.0
ENSMUSG00000031618,Nr3c2,ENSMFAG00000033681,NR3C2,ortholog_one2one,1.0
ENSMUSG00000022489,Pde1b,ENSMFAG00000033293,PDE1B,ortholog_one2one,1.0
ENSMUSG00000057858,Fam204a,ENSMFAG00000031620,FAM204A,ortholog_one2one,1.0
ENSMUSG00000038175,Mylip,ENSMFAG00000033425,MYLIP,ortholog_one2one,1.0
ENSMUSG00000049538,Adamts16,ENSMFAG00000000579,ADAMTS16,ortholog_one2one,1.0
ENSMUSG00000031239,Itm2a,ENSMFAG00000037997,ITM2A,ortholog_one2one,1.0
ENSMUSG00000021255,Esrrb,ENSMFAG00000000926,ESRRB,ortholog_one2one,1.0
ENSMUSG00000021337,Scgn,ENSMFAG00000000166,SCGN,ortholog_one2one,1.0
ENSMUSG00000022148,Fyb1,ENSMFAG00000038840,FYB1,ortholog_one2one,1.0
ENSMUSG00000039167,Adgrl4,ENSMFAG00000032806,ADGRL4,ortholog_one2one,1.0
ENSMUSG00000021987,Mtmr6,ENSMFAG00000032748,MTMR6,ortholog_one2one,1.0
ENSMUSG00000022353,Mtss1,ENSMFAG00000045642,MTSS1,ortholog_one2one,1.0
ENSMUSG00000060969,Irx1,ENSMFAG00000001989,IRX1,ortholog_one2one,1.0
ENSMUSG00000027673,Ndufb5,ENSMFAG00000042220,NDUFB5,ortholog_one2one,1.0
ENSMUSG00000022351,Sqle,ENSMFAG00000043907,SQLE,ortholog_one2one,1.0
ENSMUSG00000001504,Irx2,ENSMFAG00000064595,IRX2,ortholog_one2one,1.0
ENSMUSG00000046876,Atxn1,ENSMFAG00000032779,ATXN1,ortholog_one2one,1.0
ENSMUSG00000025268,Maged2,ENSMFAG00000038463,MAGED2,ortholog_one2one,1.0
ENSMUSG00000022122,Ednrb,ENSMFAG00000001921,EDNRB,ortholog_one2one,1.0
ENSMUSG00000028036,Ptgfr,ENSMFAG00000041229,PTGFR,ortholog_one2one,1.0
ENSMUSG00000021604,Irx4,ENSMFAG00000044841,IRX4,ortholog_one2one,1.0
ENSMUSG00000056900,Usp13,ENSMFAG00000042834,USP13,ortholog_one2one,1.0
ENSMUSG00000038132,Rbm24,ENSMFAG00000034396,RBM24,ortholog_one2one,1.0
ENSMUSG00000021373,Cap2,ENSMFAG00000041795,CAP2,ortholog_one2one,1.0
ENSMUSG00000005699,Pard6a,ENSMFAG00000030985,PARD6A,ortholog_one2one,1.0
ENSMUSG00000027963,Extl2,ENSMFAG00000001251,EXTL2,ortholog_one2one,1.0
ENSMUSG00000048483,Zdhhc22,ENSMFAG00000061033,ZDHHC22,ortholog_one2one,1.0
ENSMUSG00000060548,Tnfrsf19,ENSMFAG00000008116,TNFRSF19,ortholog_one2one,1.0
ENSMUSG00000039131,Gipc2,ENSMFAG00000059582,GIPC2,ortholog_one2one,1.0
ENSMUSG00000037148,Arhgap10,ENSMFAG00000039963,ARHGAP10,ortholog_one2one,1.0
ENSMUSG00000024810,Il33,ENSMFAG00000036876,IL33,ortholog_one2one,1.0
ENSMUSG00000048279,Sacs,ENSMFAG00000003244,SACS,ortholog_one2one,1.0
ENSMUSG00000027962,Vcam1,ENSMFAG00000028887,VCAM1,ortholog_one2one,1.0
ENSMUSG00000091402,Rd3l,ENSMFAG00000035352,RD3L,ortholog_one2one,1.0
ENSMUSG00000034998,Foxn2,ENSMFAG00000041347,FOXN2,ortholog_one2one,1.0
ENSMUSG00000033502,Cdc14a,ENSMFAG00000000724,CDC14A,ortholog_one2one,1.0
ENSMUSG00000021338,Carmil1,ENSMFAG00000040204,CARMIL1,ortholog_one2one,1.0
ENSMUSG00000021895,Arhgef3,ENSMFAG00000029926,ARHGEF3,ortholog_one2one,1.0
ENSMUSG00000032501,Trib1,ENSMFAG00000002866,TRIB1,ortholog_one2one,1.0
ENSMUSG00000052920,Prkg1,ENSMFAG00000042225,PRKG1,ortholog_one2one,1.0
ENSMUSG00000027784,Ppm1l,ENSMFAG00000041769,PPM1L,ortholog_one2one,1.0
ENSMUSG00000025265,Fgd1,ENSMFAG00000035269,FGD1,ortholog_one2one,1.0
ENSMUSG00000056854,Pou3f4,ENSMFAG00000027128,POU3F4,ortholog_one2one,1.0
ENSMUSG00000031617,Tmem184c,ENSMFAG00000039107,TMEM184C,ortholog_one2one,1.0
ENSMUSG00000027674,Pex5l,ENSMFAG00000036976,PEX5L,ortholog_one2one,1.0
ENSMUSG00000031616,Ednra,ENSMFAG00000033903,EDNRA,ortholog_one2one,1.0
ENSMUSG00000040694,Apobec2,ENSMFAG00000044645,APOBEC2,ortholog_one2one,1.0
ENSMUSG00000024154,Gtf2a1l,ENSMFAG00000003441,GTF2A1L,ortholog_one2one,1.0
ENSMUSG00000046753,Ccdc66,ENSMFAG00000045400,CCDC66,ortholog_one2one,1.0
ENSMUSG00000040451,Sgms1,ENSMFAG00000002389,SGMS1,ortholog_one2one,1.0
ENSMUSG00000036442,Thap11,ENSMFAG00000048024,THAP11,ortholog_one2one,1.0
ENSMUSG00000037101,Ttc29,ENSMFAG00000046354,TTC29,ortholog_one2one,1.0
ENSMUSG00000021609,Slc6a3,ENSMFAG00000003977,SLC6A3,ortholog_one2one,1.0
ENSMUSG00000023995,Tspo2,ENSMFAG00000001664,TSPO2,ortholog_one2one,1.0
ENSMUSG00000022114,Spry2,ENSMFAG00000038994,SPRY2,ortholog_one2one,1.0
ENSMUSG00000031688,Pou4f2,ENSMFAG00000041516,POU4F2,ortholog_one2one,1.0
ENSMUSG00000022665,Ccdc80,ENSMFAG00000001224,CCDC80,ortholog_one2one,1.0
ENSMUSG00000021375,Kif13a,ENSMFAG00000032997,KIF13A,ortholog_one2one,1.0
ENSMUSG00000021032,Ngb,ENSMFAG00000061162,NGB,ortholog_one2one,1.0
ENSMUSG00000075478,Slitrk1,ENSMFAG00000000028,SLITRK1,ortholog_one2one,1.0
ENSMUSG00000032937,Fshr,ENSMFAG00000029660,FSHR,ortholog_one2one,1.0
ENSMUSG00000045871,Slitrk6,ENSMFAG00000040915,SLITRK6,ortholog_one2one,1.0
ENSMUSG00000043592,Unc5cl,ENSMFAG00000032643,UNC5CL,ortholog_one2one,1.0
ENSMUSG00000030235,Slco1c1,ENSMFAG00000032248,SLCO1C1,ortholog_one2one,1.0
ENSMUSG00000032845,Alpk2,ENSMFAG00000041202,ALPK2,ortholog_one2one,1.0
ENSMUSG00000054263,Lifr,ENSMFAG00000036647,LIFR,ortholog_one2one,1.0
ENSMUSG00000033214,Slitrk5,ENSMFAG00000040496,SLITRK5,ortholog_one2one,1.0
ENSMUSG00000040490,Lrfn2,ENSMFAG00000042060,LRFN2,ortholog_one2one,1.0
ENSMUSG00000021611,Tert,ENSMFAG00000033142,TERT,ortholog_one2one,1.0
ENSMUSG00000052013,Btla,ENSMFAG00000003080,BTLA,ortholog_one2one,1.0
ENSMUSG00000035184,Fam124a,ENSMFAG00000030099,FAM124A,ortholog_one2one,1.0
ENSMUSG00000039031,Arhgap18,ENSMFAG00000002561,ARHGAP18,ortholog_one2one,1.0
ENSMUSG00000022112,Gpc5,ENSMFAG00000035829,GPC5,ortholog_one2one,1.0
ENSMUSG00000022661,Cd200,ENSMFAG00000000111,CD200,ortholog_one2one,1.0
ENSMUSG00000005968,Tuft1,ENSMFAG00000034076,TUFT1,ortholog_one2one,1.0
ENSMUSG00000020171,Yeats4,ENSMFAG00000041089,YEATS4,ortholog_one2one,1.0
ENSMUSG00000021033,Gstz1,ENSMFAG00000036081,GSTZ1,ortholog_one2one,1.0
ENSMUSG00000056078,Lipm,ENSMFAG00000001039,LIPM,ortholog_one2one,1.0
ENSMUSG00000024776,Stambpl1,ENSMFAG00000033260,STAMBPL1,ortholog_one2one,1.0
ENSMUSG00000019899,Lama2,ENSMFAG00000039270,LAMA2,ortholog_one2one,1.0
ENSMUSG00000040640,Erc2,ENSMFAG00000043152,ERC2,ortholog_one2one,1.0
ENSMUSG00000022659,Gcsam,ENSMFAG00000050670,GCSAM,ortholog_one2one,1.0
ENSMUSG00000042961,Egflam,ENSMFAG00000001590,EGFLAM,ortholog_one2one,1.0
ENSMUSG00000040260,Daam2,ENSMFAG00000036168,DAAM2,ortholog_one2one,1.0
ENSMUSG00000025529,Zfp711,ENSMFAG00000037179,ZNF711,ortholog_one2one,1.0
ENSMUSG00000070047,Fat1,ENSMFAG00000034451,FAT1,ortholog_one2one,1.0
ENSMUSG00000033177,Tmprss7,ENSMFAG00000043039,TMPRSS7,ortholog_one2one,1.0
ENSMUSG00000048304,Slitrk3,ENSMFAG00000030149,SLITRK3,ortholog_one2one,1.0
ENSMUSG00000027792,Bche,ENSMFAG00000031933,BCHE,ortholog_one2one,1.0
ENSMUSG00000038068,Rnf144b,ENSMFAG00000044225,RNF144B,ortholog_one2one,1.0
ENSMUSG00000024781,Lipa,ENSMFAG00000035936,LIPA,ortholog_one2one,1.0
ENSMUSG00000022658,Tagln3,ENSMFAG00000001611,TAGLN3,ortholog_one2one,1.0
ENSMUSG00000020656,Grhl1,ENSMFAG00000032356,GRHL1,ortholog_one2one,1.0
ENSMUSG00000031990,Jam3,ENSMFAG00000038555,JAM3,ortholog_one2one,1.0
ENSMUSG00000045932,Ifit2,ENSMFAG00000044215,IFIT2,ortholog_one2one,1.0
ENSMUSG00000033149,Phldb2,ENSMFAG00000037196,PHLDB2,ortholog_one2one,1.0
ENSMUSG00000054764,Mtnr1a,ENSMFAG00000039096,MTNR1A,ortholog_one2one,1.0
ENSMUSG00000058571,Gpc6,ENSMFAG00000044647,GPC6,ortholog_one2one,1.0
ENSMUSG00000022144,Gdnf,ENSMFAG00000047234,GDNF,ortholog_one2one,1.0
ENSMUSG00000009378,Slc16a12,ENSMFAG00000002755,SLC16A12,ortholog_one2one,1.0
ENSMUSG00000079057,Cyp4v3,ENSMFAG00000040590,CYP4V2,ortholog_one2one,1.0
ENSMUSG00000022129,Dct,ENSMFAG00000044784,DCT,ortholog_one2one,1.0
ENSMUSG00000033386,Frrs1,ENSMFAG00000036089,FRRS1,ortholog_one2one,1.0
ENSMUSG00000032271,Nnmt,ENSMFAG00000036328,NNMT,ortholog_one2one,1.0
ENSMUSG00000021994,Wnt5a,ENSMFAG00000041614,WNT5A,ortholog_one2one,1.0
ENSMUSG00000031684,Slc10a7,ENSMFAG00000005395,SLC10A7,ortholog_one2one,1.0
ENSMUSG00000066687,Zbtb16,ENSMFAG00000008415,ZBTB16,ortholog_one2one,1.0
ENSMUSG00000033610,Pank1,ENSMFAG00000032016,PANK1,ortholog_one2one,1.0
ENSMUSG00000033377,Palmd,ENSMFAG00000001331,PALMD,ortholog_one2one,1.0
ENSMUSG00000021939,Ctsb,ENSMFAG00000014829,CTSB,ortholog_one2one,1.0
ENSMUSG00000038910,Plcl2,ENSMFAG00000000647,PLCL2,ortholog_one2one,1.0
ENSMUSG00000020183,Cpm,ENSMFAG00000040543,CPM,ortholog_one2one,1.0
ENSMUSG00000022656,Nectin3,ENSMFAG00000001084,NECTIN3,ortholog_one2one,1.0
ENSMUSG00000021037,Ahsa1,ENSMFAG00000039530,AHSA1,ortholog_one2one,1.0
ENSMUSG00000021991,Cacna2d3,ENSMFAG00000032351,CACNA2D3,ortholog_one2one,1.0
ENSMUSG00000032269,Htr3a,ENSMFAG00000044451,HTR3A,ortholog_one2one,1.0
ENSMUSG00000021273,Fdft1,ENSMFAG00000003248,FDFT1,ortholog_one2one,1.0
ENSMUSG00000049038,Mterf2,ENSMFAG00000029443,MTERF2,ortholog_one2one,1.0
ENSMUSG00000045776,Lrtm1,ENSMFAG00000003896,LRTM1,ortholog_one2one,1.0
ENSMUSG00000022652,Morc1,ENSMFAG00000003460,MORC1,ortholog_one2one,1.0
ENSMUSG00000035121,Neil2,ENSMFAG00000027135,NEIL2,ortholog_one2one,1.0
ENSMUSG00000008590,Htr3b,ENSMFAG00000002022,HTR3B,ortholog_one2one,1.0
ENSMUSG00000062257,Opcml,ENSMFAG00000037095,OPCML,ortholog_one2one,1.0
ENSMUSG00000024795,Kif20b,ENSMFAG00000039355,KIF20B,ortholog_one2one,1.0
ENSMUSG00000036006,Ripor2,ENSMFAG00000045840,RIPOR2,ortholog_one2one,1.0
ENSMUSG00000014453,Blk,ENSMFAG00000034616,BLK,ortholog_one2one,1.0
